Marque,Ingr,Rating,Reference
Michael Kors,"ALCOHOL  DENAT,HYDROXYCITRONELLAL, BENZOPHENONE -3, CI 77163 (BISMUTH OXYCHLORIDE), GERANIOL, B, 2 0, EUGENOL,AQUA/WATER/EAU, BUTYLPHENYL METHYLPROPIONAL, POLYMETHYL METHACRYLATE, 80% VOL,CI 15985/YELLOW 6,C RED NO,875191 06, HYDRATED SILICA, SODIUM LAUROYL SARCOSINATE, ACETYL HEXAPEPTIDE-8, B27982/1)",4.3,Sparkling Blush Eau de Parfum pour femme
Oscar de la Renta,"C BLUE NO, B27982/1), TOCOPHEROL, BENZYL, BHT, YELLOW 5 (C,ETHYLHEXYL METHOXYCINNAMATE,19140), LINALOO, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CINNAMYL ALCOHOL (F,, OCTYLDODECANOL, PARFUM",3.4,Blue Orchid Eau de Toilette pour femme
Elizabeth Arden,"1 (CI 42090), PARFUM, CI 17200, BUTYL METHOXYDIBENZOYLMENTHANE, BENZYL GLYCOL,CITRAL, 5), XANTHAN GUM, CI 19140(YELLOW 5), CINNAMATE, HYDROGENATED STYRENE/METHYLSTYRENE/INDENE COPOLYMER, BHT, PHENOXYETHANOL, B174423/1), APRICOT KERNEL OIL POLYGLYCERYL-10 ESTERS, CERATONIA SILIQUA GUM, ETHYL HEXYL METHOXYCINNAMATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE,HYDROXYBENZOYLHEXYL BENZOATE ·BHT",3.5,Sunflowers Summer Bloom Eau de Toilette pour femme
Clive Christian,"DIENTS ENTRANT DANS LA COMPOSITION DES PRODUITS DE NOTRE MARQUE SONT R&EACUTE,CI 14700 – CI 19140 – CI 17200 (BROWN 1 REPLACEMENT), DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE,CINNAMAL, STEARALKONIUM BENTONITE, 2 (CI 60730), BHT , CI 77499 / IRON OXIDES, FARNESOL (F, NIACINAMIDE, LINALLOL, GLYCERIN",4.9,Noble VII Cosmos Flower Eau de Parfum pour femme
The Different Company," B225989/1), 1 (CI 42090), RED 4 (CI 14700),YELLOW 5 8CI19140), ETHYLHEXYL HYDROXYSTEARATE, ALCOHOL OF VEGETAL ORIGIN 80% VOL, BHT, 33 (CI 17200), EVERNIA FURFURACEA (TREEMOSS) EXTRACT,B, BENZYL CINNAMATE, SODIUM CHLORIDE,BUTYL METHOXYDIBENZOYLMETHANE, UREA,PARFUM (FRAGRANCE), 5 (CI 19140),METHYL 2-OCTYNOATE, CYCLOPENTASILOXANE, ADENOSINE, BLUE 1 (CI 42090)",3.9,Sel de Vetiver Eau de Parfum mixte
Jimmy Choo," CI 60730(EXT, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE,#13877 ALCOHOL, ALUMINUM CHLOROHYDRATE, AQUA / WATER, CI 42053 (GREEN 3), AQUA, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, NITROCELLULOSE, ORANGE 4 (CI 15510)",4.0,Illicit Flower Eau de Toilette pour femme
Chopard," PHENOXYETHANOL, CETTE LISTE D'INGR&EACUTE, POLYGLYCERYL-10 DECAISOSTEARATE, ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, BUTYROSPERMUM PARKII (SHEA BUTTER), 2 (CI 60730),HYDROXYCITRONELLAL, FARNESOL, ISOSTEARYL HYDROXYSTEARATE, LINALOOL
, DIPROPYLENE GLYCOL, SACCHAROMYCES COPPER FERMENT, STYRENE ACRYLATES COPOLYMER, COCAMIDOPROPYL BETAINE,INGR&EACUTE, METHOXYCINNAMATE, TITANIUM / TITANIUM DIOXIDE",4.6,Musk Malaki Eau de Parfum mixte
Laura Biagiotti," AQUA, SYNTHETIC FLUORPHLOGOPITE, UREA, BENZYL GLYCOL, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE, SODIUM HYALURONATE,YELLOW 5 8CI19140), CI 42090 / BLUE 1 , ISOPROPYL MYRISTATE, CI 77499 / IRON OXIDES,LES LISTES D'INGR&EACUTE, ISOSTEARYL HYDROXYSTEARATE,BENZYL SALICYLATE, ALUMINUM CHLOROHYDRATE, EHTYLHEXYL METHOXYCINNAMATE, BENZYLALCOHOL, C",3.4,Roma Rosa Eau de Toilette pour femme
Comptoir Sud Pacifique,"I, CHLORPHENESIN, BUTYL METHOXY DIBENZOYLMETHANE, TITANIUM / TITANIUM DIOXIDE, TRIHYDROXYSTEARIN, HEXYL CINNAMAL, CI 16035 (FD&C RED NO,CI 42090 (BLUE 1),19140), WATER",4.3,Amour De Cacao Eau de Toilette pour femme
Vince Camuto," ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CI 60730 (EXT VIOLET 2),METHYL 2-OCTYNOATE, IRVINGIA GABONENSIS KERNEL BUTTER, URIAGE THERMAL SPRING WATER, HYDROLYZED JOJOBA ESTERS, CI 61570 / GREEN 5 (F, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, FRAGRANCE, CI 60730 (EXT,DA L’ORÉAL REGELMÄßIG NEUE WISSENSCHAFTLICHE ERKENNTNISSE IN DIE PRODUKTFORMULIERUNG EINFLIEßEN LÄSST, HYDROGENATED LECITHIN, POLYSORBATE 60, (SD ALCOHOL 39-C), (SD ALCOHOL 40-B), CERATONIA SILIQUA GUM, ETHYLHEXYLGLYCERIN",2.6,Femme Eau de Parfum pour femme
Bvlgari," COCAMIDOPROPYL BETAINE,ALCOHOL  DENAT,EUGENOLCITRONELLOL, BENZYLALCOHOL, AQUA / WATER, CI 47005 (D&C YELLOW NO, PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL, WATER, B225622/1), TETRASODIUM PYROPHOSPHATE, POLYSORBATE 60, PENTASODIUM PENTETATE, DIPROPYLENE GLYCOL, AUF EINEM PRODUKT FINDET SICH DIESE JEWEILS AM ENDE DER INHALTSSTOFFLISTE",4.7,Omnia Crystalline Eau de Toilette pour femme
Bruno Banani," CI 17200(RED 33),ETHYLHEXYL METHOXYCINNAMATE,LINALOOL, CITRONELLOL (F,ALCOHOL DENAT, CI 17200 / RED 33,#09158/A ALCOHOL, RED 4 (CI 14700), TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE, 78",5.0,Magic Woman Eau de Toilette pour femme
Al Haramain," BEI PRODUKTEN,CI 15985/YELLOW 6, URIAGE THERMAL SPRING WATER,#09158/A ALCOHOL,875191 06, B225622/1), C10-18 TRIGLYCERIDES, DILAURYL THIODIPROPIONATE, AGAR,1% WATER SOL",3.3,Dazzle Intense Eau de Parfum mixte
Clive Christian," CI 47005 (D&C YELLOW NO, O-CYMEN-5-OL, CITRONELLOL ·EUGENOL, B234239/1), VEUILLEZ CONSULTER L'EMBALLAGE DU PRODUIT ACHET&EACUTE, ALPHA-ISOM ETHYL, AESCULUS HIPPOCASTANUM SEED EXTRACT, B221715/1), (SD ALCOHOL 40-B), CAPRYLYL GLYCOL, STYRENE ACRYLATES COPOLYMER,#10076 ALCOHOL, CI 14700 / RED 4, FARNESOL (F",2.5,Jump Up and Kiss Me Hedonistic parfum pour homme
Calvin Klein," B221715/1), COUMARIN, GERANIOL (F, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, B221265/1), TOCOPHEROL, CHARCOAL EXTRACT, DIAMOND POWDER, 4 (CI 14700),C RED NO, ALPHA-ISOM ETHYL, CI 15850 (RED 7",4.7,CK One Eau de Toilette mixte
Emanuel Ungaro,"4 (CI 14700), B225989/1), CI 77163 (BISMUTH OXYCHLORIDE), SODIUM BENZOATE, HYDROXYCITRONELIAL, CI 47005 (D&C YELLOW NO, MARIS SAL, CINNAMAL –, APRICOT KERNEL OIL POLYGLYCERYL-10 ESTERS, (SD ALCOHOL 39-C),CI 42090 (BLUE 1), ACRYLATES COPOLYMER,#16093 DIISOSTEARYL MALATE, DIHYDROXYACETONE, SODIUM STEARATE, IRVINGIA GABONENSIS KERNEL BUTTER, AQUA (WATER), CI 77891 (TITANIUM DIOXIDE)",4.2,Ungaro Eau de Parfum pour femme
Rasasi," ETHYL ACETATE, 1), WATER (AQUA), CI 60730 (EXT VIOLET 2), TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE (F, PARFUM/FRAGRANCE ·AQUA/WATER/EAU, RED 7 LAKE), DIETHYLAMINO HYDOXYBENZOYL HEXYL BENZOATE,PARFUM/FRAGRANCE, FARNESOL, BENZOPHENONE-3, IONONE,2 (CI 60730), B218914/1),CI19140 (YELLOW 5)",1.0,Dhan Oudh Al Combodi Eau de Parfum mixte
Jimmy Choo," ETHYLHEXYL, B188567/1), CI 19140
(YELLOW 5),LIMONENE, GLUCOSE, LINALOOL, ALLANTOIN, GERANIOL (F, HYDROXYCITRONELIAL, ACRYLATES/OCTYLACRYLAMIDE COPOLYMER,AQUA/WATER/EAU, CITRONELLOL (F,REMENT MISES &AGRAVE, HYDRATED SILICA, AMYL CINNAMAL, PENTASODIUM PENTETATE, ETHYLHEXYLGLYCERIN, 19140 (YELLOW 5),METHYL 2-OCTYNOATE, 1 (CI 42090)",3.3,Floral Eau de Toilette pour femme
The Library of Fragrance,"5 (CI 19140), BUTYLPHENYL METHYLPROPIONAL,COUMARIN, WATER (AQUA/EAU), CI 14700 (RED 4),DIENTS ENTRANT DANS LA COMPOSITION DES PRODUITS DE NOTRE MARQUE SONT R&EACUTE, 2 0, HYDROLYZED COLLAGEN, CI 77499 (IRON OXIDES), VIOLET 2 (CI 60730), PEG-8, CETEARYL ETHYLHEXANOATE, PARFUM (FRAGRANCE), B234239/1),CITRONELLOLLINALOOL, ANISE ALCOHOL BHT, CI 47005 (YELLOW 10), SODIUM CHLORIDE",2.0,Tomato eau de cologne mixte
Adidas," NITROCELLULOSE, GLYCINE SOJA (SOYBEAN / SOJA) OIL,CI 19140/YELLOW 5, ANISE ALCOHOL, SODIUM BENZOATE, ALCOHOL OF VEGETAL ORIGIN 80% VOL,CI 15985/YELLOW 6, HYDROLYZED JOJOBA ESTERS, D&, CINNAMAL –, LYCIUM BARBARUM (GOJI BERRY / BAIES DE GOJI) FRUIT EXTRACT, CETYL ALCOHOL",4.7,Natural Vitality Eau de Toilette pour femme
Salvador Dali," TITANIUM/TITANIUM DIOXIDE, HYDROGENATED POLYISOBUTENE, ALCOHOL DENAT, GLUCOSE, SODIUM OLIVAMPHOACETATE,  , CI42090, ETHYLHEXYL METHOXYCINNAMATE, CI 60730(EXT, VIOLET 2) , OHNE HIERZU RECHTLICH VERPFLICHTET ZU SEIN, EVERNIA PRUNASTRI (OAK MOSS) EXTRACT –, AQUA (WATER/EAU)",5.0,Laguna Eau de Toilette pour femme
The Library of Fragrance," PEG-40 HYDROGENATED CASTOR OIL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, AQUA (WATER/EAU), BENZOPHENONE -3, COLORATIONEN), STYRENE ACRYLATES COPOLYMER, PEAT WATER, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, CI 77499 / IRON OXIDES, MENTHOL, LYCIUM CHINENSE FRUIT EXTRACT",4.4,Wildflowers eau de cologne pour femme
Trussardi," DIPROPYLENE GLYCOL, OCTOCRYLENE ·ETHYLHEXYL METHOXYCINNAMATE ·LIMONENE, CI 42090/BLUE 1, GLYCOGEN, B170132/1), PEG-40 HYDROGENATED CASTOR OIL,CI19140 (YELLOW 5), DILAURYL THIODIPROPIONATE,CINNAMAL, 19140 (YELLOW 5), SODIUM BENZOATE, ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN, B218914/1), C183783/1), TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE, CINNAMYL ALCOHOL (F,AQUA / WATER",4.0,Donna Pink Marina Eau de Toilette pour femme
Hugo Boss," VIOLET 2 (CI 60730),S &AGRAVE, METHYL ANTHRANILATE,CI 17200 (RED 33), URIAGE THERMAL SPRING WATER, SILICA, CI 60730 (EXT VIOLET 2), ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, JOJOBA ESTERS,C RED NO, ETHYL ACETATE, PARFUM, LINALOOL
, TRIDECETH-2 CARBOXAMIDE MEA,CI 14700 (RED 4), CI 42090 / BLUE 1,#12194/A ALCOHOL, CI 42090 (BLUE 1), WATER/AQUA/EAU",4.2,BOSS The Scent Private Accord Eau de Toilette pour homme
Chloe," HEXYL CINNAMAL, 
EUGENOL, ETHYLHEXYL METHOXYCINNAMATE,PARFUM (FRAGRANCE), AUF EINEM PRODUKT FINDET SICH DIESE JEWEILS AM ENDE DER INHALTSSTOFFLISTE, HYDROGENATED POLYISOBUTENE, CETEARETH-30, RED 33 / CI 17200, CI 15510, SACCHAROMYCES IRON FERMENT, CI 17200(RED 33), TITANIUM/TITANIUM DIOXIDE, GLYCINE SOJA (SOYBEAN / SOJA) OIL,C RED N&DEG, VIOLET 2 (F, HYDROGENATED LECITHIN",5.0,Rose Tangerine Eau de Toilette pour femme
Jean Paul Gaultier,"#13380 ALCOHOL, LACTIC ACID,ETHYL ALCOHOL DENAT, EXT, BENZYL GLYCOL, CHARCOAL EXTRACT, MARIS SAL/SEA SALT/SEL MARIN, , CITRATE, B225989/1), FD&C RED NO,CITRONELLOLLINALOOL, DIMETHICONE, ALPHA-ISOMETHYL IONONE – CITRAL – CITRONELLOL – COUMARIN – GERANIOL – LIMONENE – LINALOOL",4.7,La Belle Le Parfum Eau de Parfum pour femme
Issey Miyake," CI 10316, DIMETHYL OXOBENZO DIOXASILANE, PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL, 19140 (YELLOW 5),ALPHA-ISOMETHYL IONONE, AQUA (WATER), BLUE 1 (CI 42090), PEAT WATER, BENZOPHENONE-1, PPG-15 STEARYL ETHER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,L ETHYLHEXYL METHOXYCINNAMATE LIMONENE",5.0,L'Eau d'Issey Eau de Toilette pour femme
Ajmal," CI 14700 (RED 4) ,B, HYDROLYZED WHEAT PROTEIN,I, B221715/1), SODIUM STANNATE, RED 33 (CI 17200),DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ISOSTEARYL HYDROXYSTEARATE, CI 17200 (RED 33),CI19140 (YELLOW 5), TETRASODIUM EDTA, EVERNIA FURFURACEA (TREEMOSS) EXTRACT, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, PARFUM(FRAGRANCE)",4.6,Amber Santal Eau de Parfum mixte
Rasasi,"TES INVIT&EACUTE, STEARETH-100, CINNAMAL –, B218914/1), BENZYL BENZOATE, PERFLUORODECALIN, MARIS SAL/SEA SALT/SEL MARIN, ANISE ALCOHOL, B217785/1), EXT, EVERNIA FURFURACEA (TREEMOSS) EXTRACT, IRVINGIA GABONENSIS KERNEL BUTTER, CI17200,2 (CI 60730), SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER,AQUA/WATER/EAU, BUTYLPHENYL METHYLPROPIONAL –,D&C VIOLET NO",4.0,Shuhrah Pour Femme Eau de Parfum pour femme
Maison Margiela," SODIUM HYALURONATE, BENZYL BENZOATE,PROPYLENE GLYCOL,GERANIOL, ETHYLHEXYL HYDROXYSTEARATE, DIHYDROXYACETONE,#10076 ALCOHOL, BENZYL, TETRASODIUM EDTA, MARIS SAL",5.0,REPLICA Matcha Meditation Eau de Toilette mixte
Guess,"C RED N&DEG,SD ALCOHOL 40-B (ALCOHOL DENAT, CENTAUREA CYANUS FLOWER WATER, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, BEI PRODUKTEN, 
CINNAMAL, DIETHYLHEXYL ADIPATE,875191 06, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, EVERNIA PRUNASTRI (OAK MOSS) EXTRACT –, SODIUM STANNATE, KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, 80% VOL, GREEN 5(CI 61570), COLORATIONEN), ETHYL HEXYL SALICYLATE",3.8,Guess Eau de Parfum pour femme
Juicy Couture," AVANT D'UTILISER UN PRODUIT DE NOTRE MARQUE, PPG-15 STEARYL ETHER,C VIOLET NO, ETHYLHEXYLGLYCERIN,YELLOW 5 8CI19140), PIPERONYL GLUCOSIDE, DISODIUM EDTA (F, B226070/1),LIMONENE, BENZYL GLYCOL, LIRE LA LISTE D'INGR&EACUTE,4 (CI 14700),ETHYLHEXYL METHOXYCINNAMATE, [+/- CI 77491",5.0,Couture Couture Eau de Parfum pour femme
SANTINI Cosmetic,"PARFUM ( FRAGRANCE), BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, PARFUM/FRAGRANCE,BENZYL SALICYLATE, TINOGARD TT, CI 19140
(YELLOW 5), BENZYLALCOHOL,#15080/A ALCOHOL,UPPER MASK: AQUA / WATER / EAU, RED 7 LAKE), PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL,ETHYLHEXYL SALICYLATE, BUTYLENE GLYCOL, IONONE, PEG-8, COLORATIONEN), B226070/1), RED 4 (CI4700), DIE SICH AUS VERSCHIEDENEN BESTANDTEILEN ZUSAMMENSETZEN (Z, DILAURYL THIODIPROPIONATE",3.0,Pink Yvesse Eau de Parfum pour femme
Paco Rabanne," AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, CETEARYL ALCOHOL, DISTEARDIMONIUM HECTORITE, KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, DIMETHYL OXOBENZO DIOXASILANE, COMMIPHORA MUKUL RESIN EXTRACT, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE, FD&C BLUE NO, LIRE LA LISTE D'INGR&EACUTE, CI 19140(YELLOW 5),#07999 ALCOHOL, HYDROXYPROPYL METHYLCELLULOSE, CAPRYLIC/CAPRIC TRIGLYCERIDE, ALPHA-ISOMETHYL IONONE – CITRAL – CITRONELLOL – COUMARIN – GERANIOL – LIMONENE – LINALOOL, GLUCOSE",4.4,Olympea Legend Eau de Parfum pour femme
Chopard," ETHYHEXYL SALICYLATE, CHARCOAL EXTRACT,5 (CI 19140), HYDROXYPROPYL METHYLCELLULOSE,CI 17200 (RED 33), HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, CI 77163 (BISMUTH OXYCHLORIDE), CALCIUM ALUMINUM BOROSILICATE, VIOLET 2), BEI PRODUKTEN, HEXYLCINNAMAL, CITRONELLOL ·EUGENOL, D&C VIOLET NO, TOCOPHEROL,LES LISTES D’,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE,875191 06",4.7,Wish Eau de Parfum pour femme
Gres," CITRATE, CI 42090/BLUE 1 [V1416E], 4 (CI 14700), PERFLUORODECALIN, CI 77891 (TITANIUM DIOXIDE), BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, VIOLET 2) , ALCOHOL ·TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE, CI 15985 / YELLOW 6, PROPANE, C10-18 TRIGLYCERIDES, CETTE LISTE D'INGR&EACUTE, OLEA EUROPAEA (OLIVE) FRUIT OIL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, DIETHYLHEXYL ADIPATE, XANTHAN GUM, 1",2.5,Piece Unique Eau de Parfum mixte
The Library of Fragrance," OCTYLDODECANOL, BENZOPHENONE-1, VIOLET 2 (F, POTASSIUM CHLORIDE, 79% VOL, LYCIUM BARBARUM (GOJI BERRY / BAIES DE GOJI) FRUIT EXTRACT, CITRIC ACID – BHT, ETHYLHEXYLGLYCERIN, B218914/1),CITRONELLOLLINALOOL, WATER(AQUA/EAU), PPG-15 STEARYL ETHER",4.4,Pixie Dust eau de cologne pour femme
Boucheron," AMMONIUM LAURYL SULFATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, DIHYDROXYACETONE,ETHYL ALCOHOL DENAT, 
COUMARIN, BENZYL CINNAMATE,LES LISTES D'INGR&EACUTE, IONONE, BHT, CHONDRUS CRISPUS (CARRAGEENAN) POWDER",4.3,Quatre Absolu de Nuit Eau de Parfum pour femme
Salvatore Ferragamo,"DIENTS SONT ADAPT&EACUTE, OCTYLDODECANOL, B188567/1),DA L’ORÉAL REGELMÄßIG NEUE WISSENSCHAFTLICHE ERKENNTNISSE IN DIE PRODUKTFORMULIERUNG EINFLIEßEN LÄSST, URIAGE THERMAL SPRING WATER, PARFUM (FRAGRANCE), CI 17200 / RED 33, POLYSORBATE 60, PARFUM/FRAGRANCE, BENZOPHENONE-1, VP/VA COPOLYMER, ALCOHOL OF VEGETAL ORIGIN 80% VOL, VIOLET 2 (F, GLYCINE SOJA (SOYBEAN / SOJA) OIL",4.0,Signorina Eleganza Eau de Parfum pour femme
Chopard," BUTYROSPERMUM PARKII (SHEA BUTTER), HYDROLYZED COLLAGEN, VIOLET 2),2-HEXANEDIOL, 5), DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, 
COUMARIN, VIOLET 2 (CI 60730), WATER, WATER/AQUA/EAU, CI 42090/BLUE 1 [V1416E], ACRYLATES COPOLYMER, B225622/1),I, PARFUM (FRAGRANCE) –,#08212 ALCOHOL, WATER(AQUA/EAU), C167920/1), AESCULUS HIPPOCASTANUM SEED EXTRACT",3.4,Rose de Caroline Eau de Parfum pour femme
Al Haramain," B225989/1),C BLUE N&DEG, CAPRYLIC/CAPRIC TRIGLYCERIDE, WATER / AQUA, SUCROSE ACETATE ISOBUTYRATE, DIE SICH AUS VERSCHIEDENEN BESTANDTEILEN ZUSAMMENSETZEN (Z, POTASSIUM SORBATE, TITANIUM / TITANIUM DIOXIDE, CITRONELLOL, HYDROXYCITRONELLAL, EXT VIOLET 2 (C, GERANIOL,#09158/A ALCOHOL",4.0,Portfolio Royale Stallion Eau de Parfum mixte
Jeanne Arthes," ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BENZYL ALCOHOL, CI 17200 (RED 33), CI 77163 (BISMUTH OXYCHLORIDE), VP/VA COPOLYMER,C YELLOW NO, 
COUMARIN,  , BUTYROSPERMUM PARKII (SHEA BUTTER), HEXANAL, AESCULUS HIPPOCASTANUM SEED EXTRACT, BUTYLMETHOXYDIBENZOYLMETHANE, EVERNIA PRUNASTRI (OAKMOSS) EXTRACT, B218914/1)",5.0,Amore Mio Forever Eau de Parfum pour femme
Original Penguin," COCO-GLUCOSIDE, HYDROGENATED MICROCRYSTALLINE WAX, SODIUM LAURETH SULFATE, 78, 2 (CI 60730),TES INVIT&EACUTE, CALCIUM ALUMINUM BOROSILICATE, B174423/1), CI 19140 (FD&C YELLOW NO, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, JOUR, CITRAL (F, HYDROGENATED POLYISOBUTENE, B205877/1), CETEARYL ALCOHOL, PROPYLENE GLYCOL, CALCIUM LACTATE, ETHYLHEXYL PALMITATE",3.9,Iconic Blend Eau de Toilette pour homme
Yves Saint Laurent," CINNAMYL ALCOHOL, CITRONELLYL METHYCROTONATE, LINALOOL, STEARALKONIUM BENTONITE, LECITHIN,I, CI 47005 (D&C YELLOW NO, BENZYL SALICYLATE, CINNAMAL, CI 10316, BUTYLENE GLYCOL, WATER (AQUA/EAU),PARFUM/FRAGRANCE, DILAURYL THIODIPROPIONATE, B, CI 14700",4.7,Cinema Eau de Parfum pour femme
Al Haramain," LINALOO, CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, PROPYL GALLATE,PARFUM/FRAGRANCE, CI14700 (RED 4), STYRENE ACRYLATES COPOLYMER, KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, FRAGRANCE, DIMETHICONE, PEG-90 GLYCERYL ISOSTEARATE, BEI PRODUKTEN, ETHYLHEXYL, 
COUMARIN, B221265/1), CI 42090/BLUE 1 [V1416E]",4.0,Atifa Blanche Eau de Parfum pour femme
Rasasi,"HYDROXYBENZOYLHEXYL BENZOATE ·BHT, AQUA (WATER),  , AGAR, C167920/1), TROMETHAMINE, CETEARETH-30, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, DIHYDROXYACETONE, BUTYLPHENYL METHYLPROPIONAL, CETEARYL ALCOHOL, PROPANE, 5), PARFUM/FRAGRANCE ·AQUA/WATER/EAU, ETHYL HEXYL SALICYLATE, 
COUMARIN",4.1,Sharina Mukhallat Dhanel Oudh huile parfumee mixte
Yves Saint Laurent," XANTHAN GUM, TETRASODIUM PYROPHOSPHATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, BLUE 1 (CI 42090), POLYQUATERNIUM-7, EVERNIA FURFURACEA (TREEMOSS) EXTRACT,L, SODIUM HYDROXIDE, CETYL PEG PPG-10 1 DIMETHICONE, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, AMMONIUM LAURYL SULFATE, FD&C BLUE NO, POTASSIUM SORBATE, RICINUS COMMUNIS (CASTOR) SEED OIL",4.8,Libre Intense Eau de Parfum pour femme
The Library of Fragrance," BENZOPHENONE-1, JOJOBA ESTERS, COLORATIONEN), CI 17200, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE –, CI 77499 / IRON OXIDES,C RED N&DEG, ALPHA-ISOMETHYLIONONE, AVANT D’, CI 10316, MARIS SAL/SEA SALT/SEL MARIN, GLYCERYL CAPRYLATE, STYRENE ACRYLATES COPOLYMER, CI 77891 / TITANIUM DIOXIDE, POTASSIUM CHLORIDE,GULI&EGRAVE, BENZYL BENZOATE (F, B228531/1)",4.6,Swimming Pool eau de cologne mixte
